source_file,json_file,line_id,line_type,x1,y1,x2,y2,length,angle_deg,distance_to_vertical_deg,distance_to_horizontal_deg
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00019,vertical,2880,764,2880,537,227.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00020,vertical,2878,902,2878,766,136.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00021,other,1555,1977,1616,2156,189.1084,71.1818,18.8182,71.1818
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00022,other,2645,2813,3019,3046,440.6416,31.9227,58.0773,31.9227
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00023,vertical,1807,1399,1807,1301,98.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00024,vertical,2879,1042,2879,889,153.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00025,vertical,1451,2141,1451,2034,107.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00026,other,1596,1924,1672,2051,148.0034,59.1026,30.8974,59.1026
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00027,vertical,1806,1688,1808,1774,86.0233,88.6678,1.3322,88.6678
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00028,vertical,1716,1906,1720,1826,80.0999,-87.1376,2.8624,87.1376
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00029,other,1561,2004,1616,2164,169.1892,71.0296,18.9704,71.0296
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00030,vertical,1753,1833,1757,1926,93.086,87.5372,2.4628,87.5372
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00031,vertical,1779,1271,1791,1176,95.7549,-82.8008,7.1992,82.8008
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00032,vertical,1503,1482,1510,1588,106.2309,86.2218,3.7782,86.2218
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00033,vertical,1725,1949,1736,1843,106.5692,-84.0754,5.9246,84.0754
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00034,vertical,1371,1680,1374,1538,142.0317,-88.7897,1.2103,88.7897
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00035,horizontal,1398,2674,1589,2674,191.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00036,vertical,556,324,561,8,316.0396,-89.0935,0.9065,89.0935
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00037,other,1470,1694,1502,1805,115.5206,73.9183,16.0817,73.9183
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00038,vertical,1713,1912,1721,1826,86.3713,-84.6855,5.3145,84.6855
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00039,vertical,1711,1295,1722,1385,90.6697,83.0317,6.9683,83.0317
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00040,other,1224,954,1268,1081,134.4061,70.891,19.109,70.891
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00041,vertical,1347,1685,1354,1498,187.131,-87.8562,2.1438,87.8562
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00042,vertical,1716,1949,1728,1842,107.6708,-83.601,6.399,83.601
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00043,vertical,1344,1737,1349,1608,129.0969,-87.7803,2.2197,87.7803
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00044,horizontal,293,2363,464,2361,171.0117,-0.6701,89.3299,0.6701
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00045,other,1221,954,1267,1081,135.0741,70.0894,19.9106,70.0894
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00046,vertical,1804,1562,1804,1476,86.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00047,horizontal,894,2356,1144,2352,250.032,-0.9167,89.0833,0.9167
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00048,vertical,1811,1775,1811,1690,85.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00049,vertical,1808,997,1809,910,87.0057,-89.3415,0.6585,89.3415
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00050,vertical,1640,2455,1643,2345,110.0409,-88.4378,1.5622,88.4378
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00051,vertical,1784,1489,1787,1582,93.0484,88.1524,1.8476,88.1524
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00052,vertical,1783,1722,1795,1837,115.6244,84.0429,5.9571,84.0429
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00053,other,1407,1701,1447,1570,136.9708,-73.0203,16.9797,73.0203
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00054,other,1215,2279,1261,2171,117.3882,-66.9296,23.0704,66.9296
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00055,other,2350,2631,2603,2789,298.2834,31.985,58.015,31.985
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00056,vertical,1535,1921,1541,2037,116.1551,87.0391,2.9609,87.0391
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00057,vertical,552,800,555,572,228.0197,-89.2462,0.7538,89.2462
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00058,vertical,1414,1478,1418,1660,182.044,88.741,1.259,88.741
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00059,other,1385,1062,1484,1090,102.8834,15.7924,74.2076,15.7924
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00060,vertical,1740,1968,1740,1853,115.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00061,vertical,1730,1591,1741,1494,97.6217,-83.5302,6.4698,83.5302
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00062,vertical,1448,1918,1448,1786,132.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00063,vertical,1718,1919,1728,1820,99.5038,-84.2321,5.7679,84.2321
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00064,vertical,1727,1953,1737,1842,111.4495,-84.8521,5.1479,84.8521
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00065,vertical,1771,1800,1774,1612,188.0239,-89.0858,0.9142,89.0858
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00066,other,1469,1694,1504,1804,115.434,72.3499,17.6501,72.3499
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00067,vertical,1797,1198,1806,1115,83.4865,-83.8114,6.1886,83.8114
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00068,vertical,1625,2627,1635,2526,101.4938,-84.3456,5.6544,84.3456
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00069,other,1411,1480,1444,1588,112.9292,73.0092,16.9908,73.0092
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00070,vertical,1720,1945,1730,1848,97.5141,-84.114,5.886,84.114
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00071,other,1487,1728,1533,1843,123.8588,68.1986,21.8014,68.1986
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00072,vertical,1722,1944,1733,1841,103.5857,-83.9041,6.0959,83.9041
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00073,other,1471,1476,1490,1583,108.6738,79.9309,10.0691,79.9309
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00074,vertical,1695,1093,1695,943,150.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00075,horizontal,1874,2798,1986,2798,112.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00076,other,1267,2160,1316,2032,137.0584,-69.0525,20.9475,69.0525
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00077,vertical,1736,1271,1745,1351,80.5047,83.5812,6.4188,83.5812
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00078,other,1453,1509,1487,1639,134.3726,75.3432,14.6568,75.3432
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00079,other,1400,1488,1448,1634,153.688,71.8008,18.1992,71.8008
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00080,vertical,2882,481,2899,2,479.3016,-87.9674,2.0326,87.9674
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00081,other,1404,1485,1455,1641,164.125,71.8962,18.1038,71.8962
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00082,other,1238,953,1284,1088,142.6219,71.1839,18.8161,71.1839
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00083,vertical,1803,1620,1805,1749,129.0155,89.1118,0.8882,89.1118
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00084,other,1553,1966,1602,2109,151.1622,71.0856,18.9144,71.0856
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00085,other,1560,1929,1590,2009,85.44,69.444,20.556,69.444
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00086,horizontal,2453,2343,2571,2343,118.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00087,other,1463,1617,1499,1745,132.9662,74.2914,15.7086,74.2914
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00088,vertical,1721,1943,1731,1853,90.5539,-83.6598,6.3402,83.6598
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00089,other,1451,1540,1501,1701,168.5853,72.7473,17.2527,72.7473
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00090,horizontal,1329,1075,1486,1072,157.0287,-1.0947,88.9053,1.0947
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00091,other,1403,1551,1446,1669,125.5906,69.9779,20.0221,69.9779
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00092,other,1565,2028,1590,2111,86.6833,73.2374,16.7626,73.2374
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00093,vertical,1718,1910,1727,1821,89.4539,-84.2257,5.7743,84.2257
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00094,other,1736,1968,1766,1856,115.9483,-75.0049,14.9951,75.0049
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00095,vertical,1163,1320,1169,1429,109.165,86.8493,3.1507,86.8493
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00096,vertical,549,1111,551,940,171.0117,-89.3299,0.6701,89.3299
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00097,other,1543,1903,1568,2020,119.6411,77.9387,12.0613,77.9387
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00098,other,1903,1211,2009,1240,109.8954,15.3008,74.6992,15.3008
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00099,other,1600,2117,1632,2210,98.3514,71.0124,18.9876,71.0124
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00100,other,1574,2051,1603,2140,93.6056,71.9522,18.0478,71.9522
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00101,vertical,1788,1568,1790,1461,107.0187,-88.9292,1.0708,88.9292
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00102,vertical,1807,933,1811,841,92.0869,-87.5104,2.4896,87.5104
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00103,vertical,1484,1736,1489,1832,96.1301,87.0185,2.9815,87.0185
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00104,horizontal,1396,1066,1524,1066,128.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00105,vertical,1787,1562,1798,1480,82.7345,-82.3596,7.6404,82.3596
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00106,other,1778,1812,1814,1692,125.2837,-73.3008,16.6992,73.3008
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00107,vertical,1528,1896,1533,2057,161.0776,88.2212,1.7788,88.2212
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00108,vertical,1467,1526,1486,1650,125.4472,81.2886,8.7114,81.2886
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00109,other,1426,1666,1461,1557,114.4814,-72.1981,17.8019,72.1981
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00110,vertical,1777,1740,1780,1831,91.0494,88.1118,1.8882,88.1118
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00111,vertical,1472,1470,1488,1565,96.3379,80.4399,9.5601,80.4399
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00112,other,1239,954,1285,1088,141.6757,71.0535,18.9465,71.0535
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00113,other,1406,1483,1437,1570,92.358,70.3879,19.6121,70.3879
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00114,vertical,1471,1693,1488,1832,140.0357,83.0272,6.9728,83.0272
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00115,vertical,1465,1526,1478,1634,108.7796,83.1363,6.8637,83.1363
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00116,other,1518,1770,1555,1884,119.8541,72.0186,17.9814,72.0186
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00117,vertical,1214,2262,1218,2366,104.0769,87.7974,2.2026,87.7974
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00118,horizontal,1923,2797,2143,2797,220.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00119,other,1735,1966,1764,1857,112.7918,-75.1013,14.8987,75.1013
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00120,vertical,1783,1687,1800,1827,141.0284,83.0766,6.9234,83.0766
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00121,other,1952,1362,2132,1417,188.2153,16.9908,73.0092,16.9908
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00122,horizontal,1921,2716,2078,2716,157.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00123,other,1407,1550,1435,1671,124.1974,76.9708,13.0292,76.9708
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00124,horizontal,1455,1058,1550,1062,95.0842,2.411,87.589,2.411
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00125,vertical,1728,1955,1738,1844,111.4495,-84.8521,5.1479,84.8521
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00126,horizontal,23,2366,172,2364,149.0134,-0.769,89.231,0.769
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00127,other,1403,1485,1432,1573,92.6553,71.7606,18.2394,71.7606
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00128,vertical,1617,931,1623,1031,100.1798,86.5664,3.4336,86.5664
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00129,other,1830,1402,1919,1313,125.865,-45.0,45.0,45.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00130,vertical,1693,2057,1705,2187,130.5527,84.7261,5.2739,84.7261
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00131,other,2035,1251,2254,1305,225.5593,13.8514,76.1486,13.8514
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00132,other,1236,2203,1264,2110,97.1236,-73.2443,16.7557,73.2443
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00133,other,1255,2173,1301,2065,117.3882,-66.9296,23.0704,66.9296
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00134,vertical,2877,1364,2879,1280,84.0238,-88.6361,1.3639,88.6361
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00135,horizontal,1339,2489,1544,2486,205.022,-0.8384,89.1616,0.8384
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00136,other,1246,1971,1344,1873,138.5929,-45.0,45.0,45.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00137,vertical,1802,1711,1804,1617,94.0213,-88.7811,1.2189,88.7811
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00138,horizontal,1373,1076,1489,1076,116.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00139,vertical,554,601,557,418,183.0246,-89.0608,0.9392,89.0608
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00140,vertical,1444,1882,1444,1783,99.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00141,other,1786,1819,1808,1716,105.3233,-77.9432,12.0568,77.9432
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00142,vertical,1808,1060,1809,956,104.0048,-89.4491,0.5509,89.4491
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00143,other,1266,1081,1384,1062,119.5199,-9.1471,80.8529,9.1471
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00144,other,1236,953,1273,1068,120.8056,72.165,17.835,72.165
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00145,vertical,1450,1587,1450,1506,81.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00146,vertical,1734,1957,1743,1860,97.4166,-84.6991,5.3009,84.6991
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00147,vertical,547,1318,550,1139,179.0251,-89.0398,0.9602,89.0398
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00148,vertical,2886,358,2894,125,233.1373,-88.0335,1.9665,88.0335
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00149,vertical,1434,1671,1439,1570,101.1237,-87.1659,2.8341,87.1659
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00150,other,1746,1245,1810,1389,157.5817,66.0375,23.9625,66.0375
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00151,other,1688,1091,1723,1005,92.8493,-67.8548,22.1452,67.8548
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00152,vertical,1148,1905,1151,1992,87.0517,88.0251,1.9749,88.0251
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00153,other,1469,1626,1494,1516,112.8051,-77.1957,12.8043,77.1957
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00154,horizontal,1328,2532,1461,2534,133.015,0.8615,89.1385,0.8615
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00155,vertical,1890,1313,1909,1176,138.3112,-82.1042,7.8958,82.1042
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00156,other,1565,1802,1658,1905,138.7732,47.9207,42.0793,47.9207
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00157,other,1446,1535,1479,1635,105.3043,71.7371,18.2629,71.7371
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00158,other,2445,2685,2744,2871,352.1321,31.8847,58.1153,31.8847
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00159,vertical,1765,1616,1777,1516,100.7174,-83.1572,6.8428,83.1572
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00160,other,1777,1820,1815,1694,131.6055,-73.2174,16.7826,73.2174
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00161,other,1470,1586,1497,1675,93.0054,73.1237,16.8763,73.1237
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00162,other,1166,977,1301,1005,137.8731,11.7174,78.2826,11.7174
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00163,other,1418,1567,1440,1669,104.3456,77.8285,12.1715,77.8285
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00164,other,1397,1496,1436,1588,99.925,67.0273,22.9727,67.0273
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00165,other,1405,1484,1438,1576,97.7394,70.2673,19.7327,70.2673
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00166,horizontal,1756,2700,1849,2702,93.0215,1.232,88.768,1.232
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00167,other,1253,1070,1412,1047,160.6549,-8.231,81.769,8.231
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00168,vertical,1449,1473,1459,1586,113.4416,84.9428,5.0572,84.9428
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00169,horizontal,2910,2342,3016,2342,106.0,0.0,90.0,0.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00170,other,1484,2244,1545,2359,130.1768,62.057,27.943,62.057
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00171,vertical,1488,1686,1495,1767,81.3019,85.0608,4.9392,85.0608
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00172,horizontal,1518,1067,1619,1080,101.8332,7.3344,82.6656,7.3344
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00173,other,1621,1072,1741,1106,124.7237,15.8192,74.1808,15.8192
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00174,other,2018,2418,2107,2475,105.6882,32.6375,57.3625,32.6375
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00175,other,1736,1630,1803,1712,105.8915,50.7487,39.2513,50.7487
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00176,vertical,2877,1153,2877,1046,107.0,-90.0,0.0,90.0
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00177,horizontal,1479,1047,1609,1058,130.4646,4.8366,85.1634,4.8366
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00178,other,1631,1448,1657,1532,87.9318,72.8015,17.1985,72.8015
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00179,vertical,1227,973,1231,1091,118.0678,88.0585,1.9415,88.0585
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00180,other,1434,1794,1516,1730,104.0192,-37.9716,52.0284,37.9716
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00181,vertical,1433,1036,1447,1165,129.7575,83.8061,6.1939,83.8061
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00182,other,1424,1665,1454,1574,95.8175,-71.7541,18.2459,71.7541
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00183,other,1898,1340,1989,1369,95.5092,17.6761,72.3239,17.6761
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00184,other,1462,1586,1498,1480,111.9464,-71.2413,18.7587,71.2413
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00185,other,1453,1537,1496,1678,147.411,73.0402,16.9598,73.0402
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00186,other,1728,1013,1777,1124,121.3342,66.1813,23.8187,66.1813
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00187,other,2907,2969,3022,3041,135.6798,32.0501,57.9499,32.0501
data\processed\03_edges\IMG_0507.png,data\processed\04_lines_hough\json\IMG_0507.json,l00188,other,1834,1366,1959,1344,126.9212,-9.9818,80.0182,9.9818
